"Sobre viver","Magrao","3:16",2024,102509,102509.0000,"Acordei inspirado e confiante. Foco no trabalho e constante, agradeco a Deus por mais uma chance. Ciente de tudo que eu fizer no dia de hoje ja e muito. Mas ainda nao e o bastante, quero conquistar os 7 mares."
"Dynasty","MIIA","4:10",2016,154401739,17155748.7777,"It all fell down, It all fell down, And all I gave you is gone, Tumbled like it was stone, Thought we built a dynasty that heaven couldn't shake, Thought we built a dynasty, like nothing ever made, Thought we built a dynasty forever couldn't break up"
"Sing Me To Sleep","Alan Walker","3:11",2016,749161283,83240142.5555,"Sing me to sleep now, Sing me to sleep, Won't you sing me to sleep now?, Sing me to sleep"
"Ordinary","Alex Warren","3:06",2025,189254102,189254102.0000,"The angels up in the clouds are jealous, knowin' we found, Somethin' so out of the ordinary, You got me kissin' the ground of your sanctuary, Shatter me with your touch, oh Lord, return me to dust, The angels up in the clouds are jealous, knowin' we found"
"Golden Hour","JVKE","3:51",2022,284748315,94916105.0000,"I was all alone with the love of my life, She's got glitter for skin, My radiant beam in the night, I don't need no light to see you, Shine, It's your golden hour (oh), You slow down time, In your golden hour (oh)"
"Better When I'm Dancin'","Meghan Trainor","2:56",2015,463118122,46311812.2000,"But I feel better when I'm dancing, yeah, yeah; Better when I'm dancing, yeah, yeah; Oh, we can do this together; I bet you feel better when you're dancing? Yeah, yeah"
"The Show","Lenka","3:55",2009,81433033,5089564.5625,"I'm just a little bit caught in the middle; Life is a maze and love is a riddle; I don't know where to go; Can't do it alone; I've tried and I don't know why"
"A Thousand Miles","Vanessa Carlton","4:26",2009,464013125,461466099.1875,"Makin' my way downtown; Walkin' fast; Faces pass; And I'm homebound; Starin' blankly ahead; Just makin' my way, makin' a way; Through the crowd"
"Won't Go Home Without You","Maroon 5","4:14",2009,301814361,18863397.5625,"It's not over tonight; Just give me one more chance to make it right; I may not make it through the night; I won't go home without you"
"Talking To The Moon","Bruno Mars","3:25",2011,11345507,810393.3571,"At night, when the stars light up my room; I sit by myself; Talking to the moon; Tryna get to you"
"Vagalumes","Pollo","2:50",2012,258962698,19920207.5384,"Vou caçar mais de um milhão de vagalumes por aí; E pra te ver sorrir, eu posso colorir o céu de outra cor; Eu só quero amar você e quando amanhecer; Eu quero acordar do seu lado"
"Rise","Calum Scott","3:36",2021,22438750,7479583.3333,"Oh, 'cause I've got my best suit on and I'm ready; I've got my sleeves rolled up and I'll be on my way; While my heart's thumping, boom-boom, boom-boom; You're gonna see me rise; You're gonna see me rise"
"Hello","Adele","6:06",2015,3231637278,323163727.8000,"Hello from the other side; I must've called a thousand times; To tell you I'm sorry for everything that I've done; But when I call, you never seem to be home"
"Perfeita","Ed Sheeran","4:41",2017,4053342496,579048928.0000,"Cause we were just kids when we fell in love, not knowin' what it was; I will not give you up this time; Oh, darling, just kiss me slow, your heart is all I own; And in your eyes, you're holding mine; Baby, I'm dancin' in the dark with you between my arms; Barefoot on the grass while listenin' to our favourite song; When you said you looked a mess, I whispered underneath my breath; But you heard it, 'Darling, you look perfect tonight'"
"Galway Girl","Ed Sheeran","3:19",2017,619108139,77388517.3750,"You know, she played the fiddle in an Irish band; But she fell in love with an English man; Kissed her on the neck and then I took her by the hand; Said, 'Baby, I just want to dance'; My pretty little Galway Girl; My, my, my, my, my, my, my Galway Girl; My, my, my, my, my, my, my Galway Girl; My, my, my, my, my, my, my Galway Girl"
"The Nights","Avicii","3:10",2014,963954148,96395414.8000,"He said, 'One day, you'll leave this world behind; So live a life you will remember'; My father told me when I was just a child; 'These are the nights that never die'; My father told me"
"You Say","Lauren Daigle","4:30",2017,385474204,55067743.4285,"You say I am loved when I can't feel a thing; You say I am strong when I think I am weak; And you say I am held when I am falling short; And when I don't belong, oh, You say I am Yours; And I believe (I), oh, I believe (I); What You say of me (I); I believe"
"Heart Attack","Demi Lovato","3:35",2013,866948455,72245704.5833,"You make me glow; But I cover up, won't let it show; So I'm putting my defenses up; 'Cause I don't wanna fall in love; If I ever did that, I think I'd have a heart attack; I think I'd have a heart attack; I think I'd have a heart attack"
"Someone You Loved","Lewis Capaldi","3:51",2019,204374356,34062392.6666,"And I tend to close my eyes when it hurts sometimes; I fall into your arms; I'll be safe in your sound 'til I come back around; For now the day bleeds; Into nightfall; And you're not here; To get me through it all; I let my guard down; And then you pulled the rug; I was getting kinda used to being someone you loved"
"Fast Car","Luke Combs","4:25",2023,56464688,28232344.0000,"So I remember when we were driving, driving in your car; Speed so fast it felt like I was drunk; City lights lay out before us; And your arm felt nice wrapped 'round my shoulder; And I-I had a feeling that I belonged; I-I had a feeling I could be someone, be someone, be someone"
"I Won't Give Up","Jason Mraz","4:27",2012,200999696,15461515.0769,"I won't give up on us; Even if the skies get rough; I'm giving you all my love; I'm still looking up; I'm still looking up"
"Strangers","Sigrid","4:04",2017,73337604,10476800.5714,"Strangers, perfect pretenders; We're falling head over heels for something that ain't real; It could never be us; Eh, just you and I"
"I'll Never Not Love You","Michael Bublé","4:04",2022,7746340,2582113.3333,"I'll never run (never run); Leave you behind (you behind); I'll never hurt you like he hurt you; I'll never make you cry; I'll treat you right (treat you right); I'll stand by you (stand by you); And no matter whatever happens; I'll never not love you"
"Count On Me","Bruno Mars","3:12",2020,64461773,12892354.6000,"You can count on me like one, two, three, I'll be there; And I know when I need it; I can count on you like four, three, two and you'll be there; 'Cause that's what friends are supposed to do, oh, yeah; Ooh-ooh-ooh, ooh-ooh-ooh; Yeah, yeah"
"What Makes You Beautiful","One Direction","3:26",2011,1664503881,118893134.3571,"Baby, you light up my world like nobody else; The way that you flip your hair gets me overwhelmed; But when you smile at the ground, it ain't hard to tell; You don't know, oh, oh; You don't know you're beautiful"
"2002","Anne-Marie","3:14",2018,1012006035,144572290.7142,"Oops, I got 99 problems singing 'bye, bye, bye'; Hold up, if you wanna go and take a ride with me; Better hit me, baby, one more time, uh; Paint a picture for you and me; On the days when we were young, uh; Singing at the top of both our lungs"
"Breakaway","Kelly Clarkson","3:35",2009,151085173,9442823.3125,"Out of the darkness and into the Sun; I won't forget all the ones that I love; I'll take a risk, take a chance, make a change; And break away"
"True Love","P!nk","3:52",2013,161937082,13494756.8333,"True love, true love; It must be true love; Nothin' else can break my heart like; True love, true love; It must be true love; No one else can break my heart like you"
"Rather Be ft. Jess Glynne","Clean Bandit","4:28",2013,816690454,74244586.7272,"f you gave me a chance, I would take it; It's a shot in the dark, but I'll make it; Know with all of your heart, you can't shame me; When I am with you, there's no place I'd rather be; No-no-no-no, no place I'd rather be; No-no-no-no, no place I'd rather be; No-no-no-no, no place I'd rather be (ooh)"
"Mercy","Shawn Mendes","4:09",2016,441134808,49014978.6666,"Consuming all the air inside my lungs; Ripping all the skin from off my bones; I'm prepared to sacrifice my life; I would gladly do it twice; Consuming all the air inside my lungs; Ripping all the skin from off my bones; I'm prepared to sacrifice my life; I would gladly do it twice"
"Demons","Imagine Dragons","2:57",2022,67128953,22376317.6666,"When you feel my heat; Look into my eyes; It's where my demons hide; It's where my demons hide; Don't get too close; It's dark inside; It's where my demons hide; It's where my demons hide"
"The Show","Lenka","3:55",2009,81593470,5099591.8750,"I'm just a little bit caught in the middle; Life is a maze and love is a riddle; I don't know where to go; Can't do it alone; I've tried and I don't know why; I'm just a little girl lost in the moment; I'm so scared but I don't show it; I can't figure it out; It's bringing me down; I know, I've got to let it go; And just enjoy the show"
"City of Stars","Ryan Gosling, Emma Stone","2:25",2016,71324997,7924999.6666,"A rush, a glance; A touch, a dance; A look in somebody's eyes; To light up the skies; To open the world and send it reeling; A voice that says: I'll be here; And: You'll be alright"
"The Batman","Michael Giacchino","6:47",2022,24878297,8292765.6666," "
"Counting Stars","OneRepublic","4:43",2013,4298380387,358198365.5833,"Lately, I been, I been losin' sleep; Dreamin' about the things that we could be; But baby, I been, I been prayin' hard; Said, 'No more countin' dollars, we'll be countin' stars'"
"Sweater Weather","The Neighbourhood","4:12",2011,932462771,84769342.8181,"'Cause it's too cold; For you here; And now, so let me hold; Both your hands in the holes of my sweater"
"telepatía","Kali Uchis","2:40",2021,234069863,58517465.7500,"Quién lo diría; Que se podía hacer el amor; Por telepatía; La Luna está llena, mi cama, vacía; Lo que yo te haría; Si te tuviera de frente; La mente te la volaría; De noche y de día, de noche y de día"
"MIDDLE OF THE NIGHT","Elley Duhé","3:10",2022,243165397,81055132.3333,"In the middle of the night, in the middle of the night; Just call my name, I'm yours to tame; In the middle of the night, in the middle of the night; I'm wide awake, I crave your taste; All night long 'til morning comes; I'm getting what is mine, you gon' get yours, oh no, ooh; In the middle of the night, in the middle of the night, oh"
"Somebody's Watching Me","Rockwell","3:35",2009,269564714,16847794.6250,"(I always feel like somebody's watching me); And I have no privacy, oh; (I always feel like somebody's watching me); Tell me, is it just a dream?"
"idfc","blackbear","4:06",2019,166105891,27684315.1666,"You've been out all night; I don't know where you've been; You're slurring all your words; Not making any sense; But I don't fucking care, at all"
"Bad Habit","Steve Lacy","4:02",2022,191291857,63763952.3333,"I bite my tongue, it's a bad habit; Kinda mad that I didn't take a stab at it; Thought you were too good for me, my dear; Never gave me time of day, my dear; It's okay, things happen for; Reasons that I think are sure, yeah"
"Die With A Smile","Lady Gaga, Bruno Mars","4:12",2024,1414831471,1414831471.0000,"If the world was ending, I'd wanna be next to you; If the party was over and our time on Earth was through; I'd wanna hold you just for a while and die with a smile; If the world was ending, I'd wanna be next to you"
"lovely","Billie Eilish, Khalid","3:20",2018,2315333626,330761946.5714,"Isn't it lovely, all alone?; Heart made of glass, my mind of stone; Tear me to pieces, skin to bone; Hello, welcome home"
"Stereo Love","Edward Maya, Vika Jigulina","4:12",2009,723671624,45229476.5000,"I can fix all those lies; Oh baby, baby I run, but I'm running to you; You won't see me cry, I'm hiding inside; My heart is in pain but I'm smiling for you"
"I Wanna Be Yours","Arctic Monkeys","3:03",2014,803004003,73000363.9090,"Secrets I have held in my heart; Are harder to hide than I thought; Maybe I just wanna be yours; I wanna be yours, I wanna be yours"
"Headlock","Imogen Heap","3:34",2006,28867816,1519358.7368,"You say too late to start; Got your heart in a headlock; I don't believe any of it; You say too late to start; With your heart in a headlock; You know you're better than this"
"Wires","The Neighbourhood","3:03",2012,11887566,1981261.0000,"If he said 'help me kill the president'; I'd say he needs medicine; Sick of screaming 'let us in'; The wires got the best of him; All that he invested in goes; Straight to hell; Straight to hell"
"Reflections","The Neighbourhood","4:05",2018,70749440,10107062.8571,"We were too close to the stars; I never knew somebody like you, somebody; Fallin' just as hard; I'd rather lose somebody than use somebody; Maybe it's a blessing in disguise"
"Dark Red","Steve Lacy","2:55",2017,63422782,7927847.7500,"Something bad is 'bout to happen to me; I don't know what, but I feel it coming; Might be so sad, might leave my nose running; I just hope she don't wanna leave me"
"Popular","The Weeknd, Playboi Carti, Madonna","3:50",2024,99414270,99414270.0000,"Beggin' on her knees to be popular; That's her dream, to be popular (huh); Kill anyone to be popular; Sell her soul to be popular (popular); Just to be popular (uh-huh)"
"After Dark","Mr.Kitty","4:17",2015,268421396,26842139.6000,"As the hours pass; I will let you know; That I need to ask; Before I'm alone; How it feels to rest; On your patient lips; To eternal bliss; I'm so glad to know"
"Light Em Up","Fall Out Boy","3:07",2013,247045783,20587148.5833,"So light em up up up, light em up up up; Light em up up up, I'm on fire; So light em up up up, light em up up up; Light em up up up, I'm on fire"
"That's What I Like","Bruno Mars","3:30",2017,2463730425,307966303.1250,"If you want it, girl, come and get it; All this is here for you; Tell me, baby, tell me, tell me, baby; What you tryna do?"
"24K Magic","Bruno Mars","3:46",2016,1760059919,195562213.2222,"Players, put your pinky rings up to the Moon; Girls, what y'all trying to do?; Twenty-four karat magic in the air; Head to toe, so player; Uh, look out, uh"
"Teeth","5 Seconds of Summer","3:38",2019,207738404,34623067.3333,"Fight so dirty, but you love so sweet; Talk so pretty, but your heart got teeth; Late-night devil, put your hands on me; And never, never, never ever let go"
"Bring Me To Life","Evanescence","4:13",2009,1640084042,109338936.1333,"wake me up inside; (I can't wake up) wake me up inside; (Save me) call my name and save me from the dark; (Wake me up) bid my blood to run; (I can't wake up) before I come undone; (Save me) save me from the nothing I've become"
"In The End","Linkin Park","3:38",2009,2144494533,134030908.3125,"I tried so hard and got so far; But in the end, it doesn't even matter; I had to fall to lose it all; But in the end, it doesn't even matter"
"505","Arctic Monkeys","4:13",2015,711565316,71156531.6000,"I'm going back to 505; If it's a seven hour flight; Or a forty-five minute drive; In my imagination; You're waiting lying on your side; With your hands between your thighs"
"Do I Wanna Know?","Arctic Monkeys","4:25",2013,1825002503,152083541.9166,"Crawling back to you; Ever thought of calling when you've had a few?; 'Cause I always do; Maybe I'm too busy being yours to fall for somebody new; Now, I've thought it through; Crawling back to you"
"Candy Shop","50 Cent, Olivia","4:09",2009,1100326535,68770408.4375,"I'll take you to the candy shop; I'll let you lick the lollipop; Go 'head, girl, don't you stop; Keep goin' 'til you hit the spot, whoa"
"In Da Club","50 Cent","4:08",2009,2528281329,158017583.0625,"You can find me in the club, bottle full of bub; Look mami, I got the X, if you into takin' drugs; I'm into having sex, I ain't into making love; So come give me a hug if you into to getting rubbed"
"Superman","Eminem","4:46",2009,231227426,14451714.1250,"I can't be your Superman; Can't be your Superman; Can't be your Superman; Can't be your Superman; I can't be your Superman; Can't be your Superman; Can't be your Superman; Your Superman, your Superman"
"Die For You","The Weeknd","3:52",2023,541993496,270996748.0000,"Even though we're going through it; And it makes you feel alone; Just know that I would die for you; Baby, I would die for you, yeah; The distance and the time between us; It'll never change my mind, 'cause baby; I would die for you; Baby, I would die for you, yeah"
"Call Out My Name","The Weeknd, Ariana Grande","3:48",2018,1043839002,149119857.4285,"So call out my name (call out my name); Call out my name when I kiss you so gently; I want you to stay (I want you to stay); I want you to stay even though you don't want me; Girl, why can't you wait? (Why can't you wait, baby?); Girl, why can't you wait till I fall out of love?; Won't you call out my name? (Call out my name); Girl, call out my name, and I'll be on my way and; I'll be on my—"
"Billie Jean","Michael Jackson","4:55",2009,1980216719,123763544.9375,"The Billie Jean is not my lover; She's just a girl who claims that I am the one; But the kid is not my son; She says I am the one, but the kid is not my son"
"Careless Whisper","George Michael","5:00",2009,1490567837,93160489.8125,"Tonight the music seems so loud; I wish that we could lose this crowd; Maybe it's better this way; We'd hurt each other with the things we'd want to say; We could have been so good together; We could have lived this dance forever; But now who's gonna dance with me?; Please, stay!"
"Lost In Paradise","ALI, AKLO","5:27",2021,54086284,1352.0000,"Tokyo prison; Going to relight your feelings; When times get rough; Night and day are fading; There's no time to explain; Lost in paradise, night and day are fading out; When times get rough, access to your love; Keep on dance now"
"My Demons","STARSET","3:59",2014,455373288,41397571.6363,"Take me high and I'll sing; Oh, you make everything okay okay okay; Okay okay okay; We are one and the same; Oh, you take all of the pain away away away; Way away away; Save me, if I become; My demons"
